,OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageYrBlt,MasVnrArea,Fireplaces,HeatingQC,BsmtQual,KitchenQual,ExterQual
1231,5,1190,2,540,1106,1190,1,6,1962,1962,1962.0,120.0,0,4,3,3,3
1232,4,1224,2,462,0,1224,2,6,1962,1962,1962.0,0.0,0,4,-1,3,3
1233,5,1188,2,531,1188,1188,1,6,1959,1959,1959.0,180.0,0,1,3,3,3
1234,5,1964,0,0,940,1024,1,7,1911,1950,,0.0,0,4,3,3,3
1235,5,1784,1,180,747,892,1,9,1914,1950,1914.0,0.0,0,2,2,3,3
1236,7,1626,2,474,764,764,2,6,2003,2003,2003.0,106.0,0,0,2,2,2
1237,7,1948,2,434,847,847,2,8,2004,2005,2004.0,0.0,1,0,2,2,2
1238,6,1141,2,484,1141,1141,1,6,2005,2005,2005.0,0.0,0,0,2,3,2
1239,8,1484,2,472,1476,1484,2,6,2006,2006,2006.0,32.0,1,0,2,0,2
1240,7,1768,2,543,884,884,2,8,2003,2003,2003.0,252.0,0,0,2,2,2
1241,7,1689,3,954,1689,1689,2,7,2007,2007,2007.0,0.0,0,0,2,2,2
1242,7,1173,2,528,1053,1173,2,6,1974,1974,1974.0,81.0,2,4,2,2,3
1243,10,2076,3,850,2076,2076,2,7,2006,2006,2006.0,,1,0,0,0,0
1244,8,1517,2,400,792,792,1,7,1929,1950,1931.0,0.0,2,1,2,2,3
1245,6,1868,2,477,585,1140,3,7,1984,2003,1984.0,74.0,1,0,2,3,3
1246,7,1553,2,615,756,756,2,6,2005,2006,2005.0,0.0,0,0,2,2,2
1247,6,1034,3,888,1012,1034,1,6,1976,1976,1976.0,335.0,0,4,3,3,3
1248,6,2058,2,396,735,1134,1,8,1917,1950,1950.0,0.0,1,1,2,3,3
1249,5,988,1,276,876,988,1,6,1950,1950,1950.0,0.0,0,4,3,3,3
1250,7,2110,2,522,2110,2110,2,8,1968,1968,1968.0,0.0,2,0,3,0,2
1251,7,1405,2,478,1405,1405,2,6,2003,2003,2003.0,163.0,1,0,2,2,2
1252,5,874,1,288,864,874,1,5,1968,1968,1968.0,0.0,0,4,3,3,3
1253,7,2167,2,518,1192,1516,2,9,1974,2003,1974.0,0.0,2,4,3,2,2
1254,7,1656,2,397,746,760,2,7,2003,2004,2003.0,92.0,1,0,2,2,2
1255,6,1367,1,560,884,959,1,6,1931,1950,1978.0,0.0,1,4,3,3,3
1256,8,1987,2,691,1986,1987,2,7,1994,1994,1994.0,554.0,1,0,2,2,2
1257,5,864,0,0,864,864,1,4,1922,1950,,0.0,0,0,1,3,3
1258,7,1166,2,400,856,1166,2,5,2005,2005,2005.0,182.0,0,0,2,2,2
1259,6,1054,2,460,1054,1054,1,6,1969,1969,1969.0,0.0,0,2,2,3,3
1260,6,1675,2,502,841,892,2,7,1999,1999,1999.0,0.0,1,0,2,3,3
1261,5,1050,1,338,1050,1050,1,5,1956,1956,1956.0,0.0,0,2,3,3,3
1262,4,1788,1,304,1104,1104,1,8,1957,1989,1957.0,0.0,2,0,3,3,3
1263,6,1824,2,520,764,1060,1,8,1919,1950,1940.0,0.0,1,0,3,3,3
1264,6,1337,2,511,1405,1337,2,5,1998,1999,1998.0,0.0,0,0,2,2,2
1265,7,1452,2,506,691,713,2,6,1999,1999,1999.0,218.0,0,0,2,2,2
1266,7,1889,1,308,925,964,1,9,1910,1950,1960.0,0.0,1,4,3,3,1
1267,9,2018,3,746,2002,2018,2,10,2008,2009,2009.0,0.0,1,0,0,0,0
1268,8,3447,3,1014,728,1968,3,11,1935,1997,1982.0,632.0,2,0,3,2,3
1269,5,1524,1,315,874,874,1,7,1958,1958,1958.0,180.0,0,4,3,3,3
1270,7,1524,2,586,1332,1332,0,4,1979,1979,1979.0,0.0,1,4,2,2,2
1271,6,1489,2,462,1489,1489,2,7,1968,1968,1968.0,0.0,1,2,3,2,3
1272,5,935,1,288,935,935,1,5,1965,1965,1965.0,114.0,0,4,3,3,3
1273,6,1357,1,312,1019,1357,1,5,1959,2006,1959.0,84.0,1,2,3,0,3
1274,5,1250,2,552,661,661,2,8,1910,2003,1985.0,0.0,1,0,3,3,3
1275,5,1920,2,400,928,928,2,10,1948,1950,1948.0,567.0,0,2,3,3,3
1276,6,1395,2,497,723,735,1,6,1972,1972,1972.0,0.0,1,4,3,3,3
1277,6,1724,2,480,1680,1724,1,7,1967,1976,1967.0,359.0,1,1,2,3,3
1278,8,2031,2,577,1128,1128,2,7,2002,2002,2002.0,,1,0,2,2,2
1279,4,1128,2,528,698,698,1,6,1920,1950,1980.0,0.0,0,4,3,3,3
1280,7,1573,2,544,1573,1573,2,6,2002,2002,2002.0,110.0,0,0,2,2,2
1281,7,1339,2,484,1309,1339,2,6,1990,1990,1990.0,54.0,1,4,2,3,3
1282,5,1040,2,484,1040,1040,2,5,1977,2008,1977.0,0.0,0,4,2,2,3
1283,6,1824,0,0,912,912,2,8,1971,1971,,0.0,0,4,3,3,3
1284,6,2447,1,336,804,1699,2,10,1919,1990,1969.0,0.0,1,0,3,2,3
1285,6,1412,1,280,780,825,1,6,1939,1950,1939.0,0.0,1,0,3,3,3
1286,6,1328,2,528,1328,1328,1,6,1963,1963,1963.0,451.0,2,4,3,3,3
1287,5,1582,2,390,1624,1582,2,7,1964,1964,1964.0,621.0,0,1,3,3,3
1288,8,1659,2,499,1501,1659,2,5,2000,2000,2000.0,0.0,1,0,2,0,2
1289,8,1970,3,753,1085,1120,2,8,2006,2006,2006.0,788.0,1,0,2,0,2
1290,5,1152,2,484,1152,1152,1,6,1964,1964,1964.0,86.0,1,4,3,3,3
1291,5,1302,1,264,630,630,2,6,1972,1972,1972.0,268.0,0,4,3,3,3
1292,5,2372,1,432,994,1378,2,11,1892,1965,1985.0,0.0,0,4,3,3,3
1293,7,1664,2,528,832,832,2,8,1976,1976,1976.0,0.0,1,4,2,3,3
1294,5,864,2,572,864,864,1,5,1955,1990,1957.0,0.0,0,4,3,3,3
1295,5,1052,1,288,1052,1052,1,5,1968,1968,1968.0,168.0,0,2,3,3,3
1296,5,1128,2,525,1120,1128,2,6,1963,1963,1963.0,148.0,0,2,3,3,3
1297,6,1072,2,525,547,1072,2,5,2005,2006,2005.0,82.0,0,2,2,3,3
1298,10,5642,2,1418,6110,4692,2,12,2008,2008,2008.0,796.0,3,0,0,0,0
1299,5,1246,1,305,1246,1246,1,6,1959,1994,1959.0,0.0,0,0,3,2,3
1300,7,1983,2,490,978,1005,2,9,1999,1999,1999.0,344.0,1,0,2,2,2
1301,6,1494,1,213,771,753,1,7,1942,1950,1942.0,0.0,2,1,3,2,3
1302,8,2526,3,844,1165,1203,2,8,1994,1994,1994.0,391.0,1,0,2,2,2
1303,7,1616,3,834,1616,1616,2,7,2005,2005,2005.0,228.0,0,0,2,2,2
1304,7,1708,2,380,976,976,2,7,2004,2004,2004.0,117.0,0,0,2,2,2
1305,9,1652,2,840,1652,1652,2,6,2006,2007,2006.0,300.0,2,0,0,0,2
1306,7,1368,2,474,1368,1368,2,6,2005,2006,2005.0,94.0,1,0,2,2,2
1307,5,990,2,480,990,990,1,5,1994,1995,2000.0,0.0,0,0,2,3,3
1308,5,1122,2,528,924,1122,1,6,1948,2005,1948.0,0.0,0,0,3,2,3
1309,6,1294,2,496,1278,1294,2,6,1991,1991,1991.0,88.0,0,2,2,2,3
1310,7,1902,2,567,1902,1902,2,7,1959,2002,1959.0,0.0,2,4,2,0,2
1311,7,1274,2,508,1274,1274,2,6,2005,2007,2005.0,80.0,0,0,2,2,2
1312,8,2810,2,750,1453,1453,2,9,1990,1990,1990.0,336.0,1,0,0,2,2
1313,9,2599,3,779,1393,1422,2,10,1999,1999,1999.0,165.0,1,0,2,2,2
1314,4,948,1,280,948,948,1,5,1954,1954,1956.0,0.0,1,0,3,3,3
1315,6,2112,2,576,952,1092,2,9,1969,1969,1969.0,0.0,2,4,1,3,3
1316,8,1630,3,860,1622,1630,2,8,2008,2008,2008.0,270.0,1,0,0,0,2
1317,7,1352,2,466,1352,1352,2,5,2006,2007,2006.0,0.0,1,0,0,2,2
1318,8,1787,3,748,1753,1787,2,7,2001,2002,2001.0,178.0,1,0,2,2,2
1319,4,948,1,248,864,948,1,5,1954,1954,1954.0,132.0,0,0,3,3,3
1320,6,1478,2,442,1478,1478,1,6,1957,1957,1957.0,0.0,2,2,3,3,3
1321,3,720,1,287,0,720,1,4,1949,1950,1955.0,0.0,0,4,-1,3,3
1322,7,1923,2,564,750,1061,2,8,1992,1992,1992.0,0.0,1,0,2,2,2
1323,4,708,0,0,420,708,1,5,1940,1950,,0.0,0,2,3,1,1
1324,8,1795,3,895,1795,1795,2,7,2006,2007,2007.0,428.0,1,0,0,2,2
1325,4,796,0,0,796,796,1,5,1922,1950,,0.0,0,1,3,3,3
1326,3,774,0,0,544,774,1,6,1931,2006,,0.0,0,0,3,2,3
1327,5,816,1,264,816,816,1,5,1982,2008,1982.0,0.0,1,0,3,2,2
1328,6,2792,2,520,1510,1584,2,8,1920,1950,1920.0,0.0,2,0,2,3,2
1329,7,1632,2,462,935,955,2,8,1998,1998,1998.0,0.0,1,2,2,3,3
1330,8,1588,3,825,1588,1588,2,7,2006,2006,2006.0,410.0,1,0,2,2,2
1331,5,954,2,576,911,954,1,6,1976,1976,1976.0,0.0,0,2,3,3,3
1332,4,816,1,288,816,816,1,3,1938,1958,1958.0,0.0,1,0,3,3,3
1333,5,1360,1,297,803,803,1,6,1938,1995,1951.0,0.0,0,0,3,2,3
1334,5,1365,2,440,765,765,1,7,1970,1970,1970.0,312.0,0,4,3,3,3
1335,6,1334,2,630,1350,1334,2,6,1977,1977,1977.0,360.0,1,4,2,3,3
1336,5,1656,2,506,1656,1656,2,8,1973,1973,1973.0,564.0,0,4,3,3,3
1337,4,693,0,0,693,693,1,4,1941,1950,,0.0,0,1,3,1,3
1338,7,1861,2,492,916,920,2,8,2002,2002,2002.0,0.0,0,0,2,2,2
1339,5,864,1,288,864,864,1,5,1972,1972,1972.0,0.0,0,0,3,3,3
1340,4,872,4,480,858,872,1,5,1971,1971,1974.0,0.0,0,4,3,3,3
1341,6,1114,2,576,1114,1114,1,6,2003,2004,2004.0,0.0,0,0,2,2,3
1342,8,2169,2,647,1284,1284,2,7,2002,2002,2002.0,149.0,1,0,2,2,2
1343,6,1913,2,342,896,1172,1,9,1928,1950,1929.0,0.0,1,2,3,3,3
1344,7,1456,2,440,728,728,2,8,2006,2006,2006.0,0.0,1,0,2,2,2
1345,4,960,1,308,960,960,1,5,1920,1950,1997.0,0.0,0,2,3,1,3
1346,7,2156,2,508,1568,2156,2,9,1968,2003,1968.0,0.0,1,4,3,3,3
1347,8,1776,3,712,1732,1776,2,7,2006,2007,2006.0,100.0,1,0,0,2,2
1348,7,1494,2,514,1482,1494,2,5,1998,1998,1998.0,0.0,1,0,2,2,2
1349,8,2358,0,0,684,938,2,8,1872,1987,,0.0,0,1,3,3,3
1350,5,2634,4,968,1248,1338,2,12,1969,1969,1969.0,368.0,0,4,3,3,3
1351,6,1716,2,490,858,858,1,8,1962,1962,1962.0,318.0,1,0,3,3,3
1352,6,1176,2,624,698,786,1,4,1937,2000,1999.0,0.0,0,4,3,3,2
1353,8,3238,3,666,2033,2053,2,9,1995,1996,1996.0,579.0,1,0,2,2,2
1354,7,1865,3,839,992,992,2,7,2000,2000,2000.0,0.0,1,0,2,2,2
1355,7,1920,2,487,570,1222,3,8,1968,1992,1968.0,143.0,1,2,3,2,3
1356,5,892,1,264,864,892,1,5,1966,1966,1966.0,65.0,0,4,3,3,3
1357,5,1078,2,500,1078,1078,1,6,1971,2008,1971.0,0.0,1,0,3,3,3
1358,6,1573,2,440,756,769,2,5,2000,2000,2000.0,216.0,0,0,2,2,2
1359,9,1980,3,770,1980,1980,2,8,2004,2005,2004.0,66.0,1,0,0,0,2
1360,5,2601,2,621,612,990,3,8,1921,1998,1998.0,0.0,0,0,3,3,3
1361,7,1530,2,430,1530,1530,2,7,2005,2005,2005.0,16.0,1,0,0,2,2
1362,4,1738,1,368,715,1281,2,7,1920,2007,1920.0,0.0,1,2,3,3,3
1363,6,1412,2,432,616,616,2,6,2006,2007,2007.0,0.0,1,0,2,2,3
1364,7,1200,2,480,600,520,2,4,2005,2005,2005.0,0.0,0,0,2,2,2
1365,7,1674,2,663,814,814,2,7,2000,2000,2000.0,0.0,0,0,2,2,2
1366,7,1790,2,588,873,882,2,7,1999,1999,1999.0,158.0,0,0,2,2,2
1367,5,1475,1,336,757,925,2,6,1977,1977,1977.0,0.0,1,0,3,3,3
1368,6,848,2,420,848,848,1,4,2003,2004,2003.0,170.0,0,0,2,2,2
1369,8,1668,2,502,1657,1668,2,8,2003,2003,2003.0,171.0,1,0,2,2,2
1370,4,1374,1,338,840,840,1,6,1920,1950,1967.0,0.0,0,0,3,3,1
1371,6,1661,1,377,992,1661,1,8,1955,1996,1955.0,0.0,1,2,3,2,3
1372,7,2097,2,583,1108,1108,2,8,1998,1998,1998.0,0.0,1,0,2,2,3
1373,10,2633,3,804,2633,2633,2,8,2001,2002,2001.0,705.0,2,0,0,0,0
1374,7,1958,3,936,1026,1026,2,9,2005,2005,2005.0,0.0,1,0,2,2,2
1375,8,1571,3,722,1571,1571,2,7,2007,2007,2007.0,80.0,1,0,2,2,2
1376,6,790,1,160,768,790,1,4,1930,1950,1925.0,0.0,0,4,2,3,3
1377,5,1604,2,660,984,984,2,6,1941,1960,1977.0,0.0,0,0,3,3,3
1378,6,987,1,264,483,483,1,5,1973,1973,1973.0,408.0,0,4,3,3,3
1379,5,1394,2,400,384,754,2,7,2006,2007,2007.0,0.0,0,2,2,2,3
1380,3,864,1,200,864,864,1,5,1914,1950,1938.0,0.0,0,4,3,3,3
1381,6,2117,2,550,1205,2117,2,7,1970,1970,1970.0,0.0,2,0,3,3,3
1382,7,1762,2,576,596,998,1,8,1920,1950,1989.0,0.0,0,0,1,2,3
1383,5,1416,2,576,816,1416,2,7,1918,2007,2007.0,0.0,0,0,3,2,3
1384,6,1258,1,280,560,698,1,6,1939,1950,1939.0,0.0,0,4,3,3,3
1385,4,1154,1,240,796,796,1,7,1922,2007,1922.0,0.0,0,2,3,2,3
1386,7,2784,2,564,1392,1392,3,12,1978,1978,1978.0,184.0,2,4,2,2,3
1387,6,2526,1,216,714,1664,2,10,1916,1950,1916.0,0.0,1,4,3,2,3
1388,9,1746,3,758,1746,1746,2,7,2006,2007,2006.0,160.0,2,0,0,0,0
1389,6,1218,2,440,735,869,1,6,1941,1950,2003.0,0.0,1,0,3,3,3
1390,7,1525,2,541,1525,1525,2,6,2000,2000,2000.0,244.0,0,0,2,2,2
1391,5,1584,3,792,1584,1584,2,8,1967,1967,1967.0,0.0,0,4,3,3,3
1392,5,900,1,288,864,900,1,6,1967,1967,1967.0,0.0,1,4,3,3,3
1393,6,1912,2,672,482,1221,2,7,1905,2000,2003.0,0.0,1,0,1,3,3
1394,7,1500,3,648,1356,1500,2,6,2006,2006,2006.0,45.0,1,0,2,2,2
1395,8,2482,3,642,1094,1133,2,9,2005,2006,2005.0,245.0,1,0,2,2,2
1396,5,1687,2,572,747,1687,1,7,1948,1950,1966.0,0.0,2,4,3,3,3
1397,5,1513,1,180,939,939,1,8,1920,2004,1933.0,0.0,0,0,3,3,3
1398,5,1904,1,240,1208,1136,1,7,1950,1982,1950.0,0.0,0,2,3,3,3
1399,6,1608,1,216,976,1160,2,7,1925,1990,1925.0,0.0,1,0,3,2,3
1400,6,1158,1,208,862,950,1,5,1929,1950,1929.0,0.0,1,4,3,3,3
1401,6,1593,2,398,839,864,2,8,2004,2004,2004.0,0.0,1,0,3,3,3
1402,7,1294,2,662,1286,1294,2,6,2006,2006,2006.0,0.0,1,0,2,2,2
1403,8,1464,3,754,1485,1464,2,6,2007,2007,2007.0,84.0,0,0,2,2,2
1404,3,1214,3,936,672,694,1,6,1915,1950,1998.0,0.0,0,4,3,3,3
1405,8,1646,2,482,1594,1646,2,5,2004,2005,2004.0,174.0,1,0,0,2,2
1406,5,768,2,396,768,768,1,5,1972,2007,1988.0,0.0,0,4,2,3,3
1407,5,833,0,0,833,833,1,5,1985,1985,,0.0,0,0,3,3,3
1408,4,1363,2,528,622,741,1,6,1910,1950,1966.0,0.0,0,2,1,3,3
1409,7,2093,2,542,791,1236,2,7,1986,1991,1986.0,123.0,1,2,2,3,3
1410,7,1840,2,622,944,944,2,6,2001,2001,2001.0,0.0,0,0,2,2,2
1411,6,1668,1,271,856,1112,1,6,1950,2005,1950.0,0.0,0,0,3,3,3
1412,4,1040,2,420,0,1040,2,6,1949,1950,1956.0,0.0,0,1,-1,3,3
1413,8,1844,2,620,1844,1844,2,7,2005,2006,2005.0,366.0,1,0,2,2,2
1414,6,1848,2,370,833,1053,1,8,1923,2000,1922.0,0.0,1,2,3,2,3
1415,7,1569,3,660,1386,1569,2,7,2007,2007,2007.0,130.0,1,0,2,2,2
1416,4,2290,2,560,777,1246,2,11,1885,1950,1971.0,0.0,0,2,3,3,3
1417,8,2450,3,1069,1284,1310,2,7,1998,1998,1998.0,731.0,1,0,2,2,2
1418,5,1144,1,336,1144,1144,1,6,1963,1963,1962.0,0.0,0,4,3,3,3
1419,6,1844,2,540,1844,1844,2,7,1969,1969,1969.0,312.0,1,2,3,2,2
1420,6,1416,2,776,708,708,2,7,1968,1968,1968.0,420.0,1,2,3,3,3
1421,6,1069,2,440,1069,1069,2,4,1977,1977,1977.0,0.0,1,4,2,3,3
1422,6,848,2,420,848,848,1,3,2003,2003,2003.0,170.0,0,0,2,2,2
1423,6,2201,2,432,697,1575,2,8,1966,1966,1966.0,0.0,1,4,2,2,2
1424,5,1344,1,484,1024,1344,1,6,1958,1983,1970.0,0.0,1,4,3,3,3
1425,6,1252,2,528,1252,1252,1,7,1959,1959,1960.0,243.0,0,0,3,2,2
1426,7,2127,2,525,1223,1223,2,5,1994,1994,1994.0,448.0,2,0,2,2,2
1427,5,1558,1,288,913,1048,1,6,1945,1950,1962.0,0.0,1,4,3,3,3
1428,5,804,1,240,788,804,1,4,1940,1992,1940.0,294.0,2,4,3,2,3
1429,6,1440,2,467,1440,1440,2,7,1981,1981,1981.0,310.0,1,0,2,2,2
1430,5,1838,2,372,732,734,2,7,2005,2005,2005.0,0.0,1,0,2,3,2
1431,6,958,2,440,958,958,2,5,1976,1976,1976.0,0.0,0,4,2,3,3
1432,4,968,1,216,656,968,2,5,1927,2007,1928.0,0.0,0,4,3,3,3
1433,6,1792,2,451,936,962,2,8,2000,2000,2000.0,318.0,1,0,2,3,3
1434,5,1126,2,484,1126,1126,2,5,1977,1977,1977.0,0.0,1,1,3,3,3
1435,6,1537,2,462,1319,1537,1,7,1962,2005,1962.0,237.0,1,4,3,2,2
1436,4,864,2,528,864,864,1,5,1971,1971,1974.0,0.0,0,4,3,3,3
1437,8,1932,3,774,1932,1932,2,7,2008,2008,2008.0,426.0,1,0,0,0,0
1438,6,1236,2,923,912,1236,1,6,1957,1996,1957.0,0.0,0,4,3,3,3
1439,7,1725,2,550,539,1040,2,6,1979,1979,1979.0,96.0,1,4,3,3,3
1440,6,2555,2,672,588,1423,2,11,1922,1994,1993.0,0.0,1,1,0,3,3
1441,6,848,2,420,848,848,1,3,2004,2004,2004.0,147.0,1,0,2,2,2
1442,10,2007,3,812,1017,1026,2,10,2008,2008,2008.0,160.0,1,0,0,0,0
1443,6,952,1,192,952,952,1,4,1916,1950,1916.0,0.0,1,1,3,1,3
1444,7,1422,2,626,1422,1422,2,7,2004,2004,2004.0,106.0,0,0,2,2,2
1445,6,913,1,240,814,913,1,6,1966,1966,1990.0,0.0,0,2,3,3,3
1446,5,1188,1,312,1188,1188,1,6,1962,1962,1962.0,189.0,0,4,3,3,3
1447,8,2090,2,556,1220,1220,2,8,1995,1996,1995.0,438.0,1,0,2,2,2
1448,4,1346,1,384,560,796,1,6,1910,2000,1950.0,0.0,0,2,1,3,3
1449,5,630,0,0,630,630,1,3,1970,1970,,0.0,0,0,2,0,3
1450,5,1792,0,0,896,896,2,8,1974,1974,,0.0,0,4,2,3,3
1451,8,1578,3,840,1573,1578,2,7,2008,2009,2008.0,194.0,1,0,2,0,2
1452,5,1072,2,525,547,1072,1,5,2005,2005,2005.0,80.0,0,2,2,3,3
1453,5,1140,0,0,1140,1140,1,6,2006,2006,,0.0,0,0,2,3,3
1454,7,1221,2,400,1221,1221,2,6,2004,2005,2004.0,0.0,0,0,2,2,2
1455,6,1647,2,460,953,953,2,7,1999,2000,1999.0,0.0,1,0,2,3,3
1456,6,2073,2,500,1542,2073,2,7,1978,1988,1978.0,119.0,2,4,2,3,3
1457,7,2340,1,252,1152,1188,2,9,1941,2006,1941.0,0.0,2,0,3,2,0
1458,5,1078,1,240,1078,1078,1,5,1950,1996,1950.0,0.0,0,2,3,2,3
1459,5,1256,1,276,1256,1256,1,6,1965,1965,1965.0,0.0,0,2,3,3,2
